Call_Number,SiteCode,Latitude,Longitude,Date,Year,Cape,Zone,Transect,Quadrat,SubstrateType,TotalUrchins,PittedUrchins,CreviceUrchins,OpenUrchins,JuvenileUrchins,PittedJuveniles,RecruitUrchins,RedUrchins,EmptyPits,PitsPresent,UrchinSize1,UrchinSize2,UrchinSize3,UrchinSize4,UrchinSize5,Attached red drift ,Attached brown drift ,Attached green drift ,Attached phyllospadix drift,Attached other drift,TotalAttachedDrift,Algae holdfasts,Understory algae,Emphermal Greens ,Surfgrass rhizomes ,Coralline crusts,Red and Brown crusts,Sessile invertebrates  ,Sand and Cobble,Bare rock,Total primary cover (must equal 100%),Urchin cover,Available bare rock,Egregia,Hedophyllum,Mastocarpus,Laminaria,Alaria,Mazzaella,Costaria,Phyllospadix (Surfgrass),Nereocystis,Pyropia,Lessoniopsis,Fucus,Stephanocystis,Desmerestia ,Red Blade (Opuntaela),Erhythophyllum (red blade),Chondracanthus (turkish towel),Prionitis,Unknown or Other,Diatom,Total Canopy
FC_2024_UPZ_1_1,FC,44.8386,-124.05875,8/2/24,2024,CF,UPZ,1,1,VB,57,57,0,0,3,3,NA,0,2,60,4.6,4.8,3.4,5,3.5,2,0,0,1,0,3,0,17,1,0,7,0,7,0,68,100,NA,NA,0,0,0,1,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,2
FC_2024_UPZ_1_2,FC,44.8386,-124.05875,8/2/24,2024,CF,UPZ,1,2,FB,10,10,0,0,0,0,NA,0,3,17,5.1,3.9,3.3,2.8,,0,1,0,0,0,1,0,61,0,0,9,5,14,0,11,100,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0
FC_2024_UPZ_1_3,FC,44.8386,-124.05875,8/2/24,2024,CF,UPZ,1,3,FB,16,16,0,0,1,1,NA,0,4,20,3,3.1,3.8,3.1,2.5,1,0,0,0,0,1,0,72,0,0,6,3,14,0,5,100,NA,NA,0,0,0,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,3
FC_2024_UPZ_1_4,FC,44.8386,-124.05875,8/2/24,2024,CF,UPZ,1,4,VB,20,20,0,0,0,0,NA,0,3,23,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,73,0,0,13,0.1,14,0,0,100,NA,NA,0,0,0,0,0,6,0.1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,6.1
FC_2024_UPZ_1_5,FC,44.8386,-124.05875,8/2/24,2024,CF,UPZ,1,5,VB,17,16,1,0,0,0,NA,0,1,17,3.1,2.1,2.2,3.2,3.3,0,0,0,0,0,0,3,60,0,0,5,2,22,4,4,100,NA,NA,0,20,0,0,0,20,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,40
FC_2024_UPZ_2_1,FC,44.8386,-124.05875,8/18/24,2024,CF,UPZ,2,1,FB,3,3,0,0,0,0,NA,0,1,4,3.393,NA,NA,NA,NA,0,0,0,0,0,0,1,67,0,0,7,6,17,0,2,100,NA,NA,0,0,0,0,0,0,0,8,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,8
FC_2024_UPZ_2_2,FC,44.8386,-124.05875,8/18/24,2024,CF,UPZ,2,2,FB,9,9,0,0,0,0,NA,0,5,14,3.949,3.891,NA,NA,NA,0,0,0,0,0,0,9,67,0,0,3,2,15,0,4,100,NA,NA,0,1,0,23,0,0,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,26
FC_2024_UPZ_2_3,FC,44.8386,-124.05875,8/18/24,2024,CF,UPZ,2,3,FB,18,18,0,0,0,0,NA,0,2,20,3.5,3.8,4.1,4.5,3.9,2,0,0,0,0,2,1,69,0,0,3,3,18,0,6,100,NA,NA,0,2,0,3,0,0,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,7
FC_2024_UPZ_2_4,FC,44.8386,-124.05875,8/18/24,2024,CF,UPZ,2,4,FB,25,25,0,0,0,0,NA,0,0,25,2.8,3.6,4.9,3.8,3.2,1,0,1,0,0,2,7,61,0,0,3,4,16,0,9,100,NA,NA,0,3,0,10,0,6,4,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,23
FC_2024_UPZ_2_5,FC,44.8386,-124.05875,8/18/24,2024,CF,UPZ,2,5,FB,1,1,0,0,0,0,NA,0,0,1,4.634,NA,NA,NA,NA,0,0,0,0,0,0,6,80,0,0,4,2,8,0,0,100,NA,NA,0,0,0,30,0,6,0,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,38
FC_2024_AZ_1_1,FC,44.8386,-124.05875,8/18/24,2024,CF,AZ,1,1,FB,11,11,0,0,0,0,NA,0,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,79,0,0,4,8,0,0,4,100,NA,NA,0,0,0,0,0,6,4,70,0,0,14,0,NA,NA,NA,NA,NA,NA,NA,0,94
FC_2024_AZ_1_2,FC,44.8386,-124.05875,8/18/24,2024,CF,AZ,1,2,FB,8,8,0,0,0,0,NA,0,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,86,0,0,3,3,0,0,2,100,NA,NA,0,5,0,0,0,0,16,72,0,0,15,0,NA,NA,NA,NA,NA,NA,NA,0,108
FC_2024_AZ_1_3,FC,44.8386,-124.05875,8/18/24,2024,CF,AZ,1,3,FB,11,11,0,0,0,0,NA,0,4,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,79,0,0,3,1,5,0,4,100,NA,NA,0,52,0,0,0,2,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,54
FC_2024_AZ_1_4,FC,44.8386,-124.05875,8/18/24,2024,CF,AZ,1,4,FB,6,6,0,0,2,2,NA,0,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,77,0,0,7,2,0,0,2,100,NA,NA,0,5,0,3,0,0,0,0,0,0,75,0,NA,NA,NA,NA,NA,NA,NA,0,83
FC_2024_AZ_1_5,FC,44.8386,-124.05875,8/18/24,2024,CF,AZ,1,5,FB,3,3,0,0,0,0,NA,0,7,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,91,0,0,4,1,1,0.1,3,100,NA,NA,0,0,0,0,0,6,0,0,0,0,40,0,NA,NA,NA,NA,NA,NA,NA,0,46
FC_2024_AZ_2_1,FC,44.8386,-124.05875,8/18/24,2024,CF,AZ,2,1,FB,1,0,0,0,1,0,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,76,0,0,3,2,2,0,2,100,NA,NA,100,90,0,0,10,10,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,110
FC_2024_AZ_2_2,FC,44.8386,-124.05875,8/18/24,2024,CF,AZ,2,2,FB,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,0,75,2,2,4,0,8,100,NA,NA,38,85,0,0,0,0,0,62,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,147
FC_2024_AZ_2_3,FC,44.8386,-124.05875,8/18/24,2024,CF,AZ,2,3,FB,1,0,0,0,1,1,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,0,79,2,2,10,0,1,100,NA,NA,15,0,0,0,12,6,0,94,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,7,112
FC_2024_AZ_2_4,FC,44.8386,-124.05875,8/18/24,2024,CF,AZ,2,4,FB,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,15,0,66,1,5,7,0,3,100,NA,NA,25,25,0,0,20,5,0,82,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,132
FC_2024_AZ_2_5,FC,44.8386,-124.05875,8/18/24,2024,CF,AZ,2,5,FB,0,0,0,0,0,0,NA,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12,0,0,6,8,1,8,65,100,NA,NA,0,0,0,0,0,10,0,52,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,62
WC_2024_AZ_1_1,WC,42.2229,-124.383,8/20/24,2024,SO,AZ,1,1,VD,3,0,3,0,1,,NA,0,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,86,8,0,2,2,1,0,1,100,NA,NA,0,3,0,0,0,20,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,23
WC_2024_AZ_1_2,WC,42.2229,-124.383,8/20/24,2024,SO,AZ,1,2,VD,1,0,1,0,0,,NA,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,88,8,0,0.1,1,1,0.1,1,100,NA,NA,7,0,10,0,0,12,0,0,0,8,0,0,NA,NA,NA,NA,NA,NA,NA,0,37
WC_2024_AZ_1_3,WC,42.2229,-124.383,8/20/24,2024,SO,AZ,1,3,FD,2,0,0,2,0,,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,71,14,5,3,3,0,0.1,4,100,NA,NA,0,0,0,0,0,4,0,5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,9
WC_2024_AZ_1_4,WC,42.2229,-124.383,8/20/24,2024,SO,AZ,1,4,VD,6,0,3,3,2,,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,16,5,0,7,8,10,0.1,54,100,NA,NA,0,0,3,0,0,8,0,0.1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,11.1
WC_2024_AZ_1_5,WC,42.2229,-124.383,8/20/24,2024,SO,AZ,1,5,VD,0,0,0,0,0,,NA,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,79,1,0,2,2,9,0.1,1,100,NA,NA,0,30,19,0,0,6,0,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,0,57
WC_2024_AZ_2_1,WC,42.2229,-124.383,8/20/24,2024,SO,AZ,2,1,VB,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,89,8,0,0,0,0,1,2,100,NA,NA,0,0,5,0,0,8,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,13
WC_2024_AZ_2_2,WC,42.2229,-124.383,8/20/24,2024,SO,AZ,2,2,FB,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,96,0,0,0,0,0,0,4,100,NA,NA,0,0,4,0,0,29,0,0,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,0,36
WC_2024_AZ_2_3,WC,42.2229,-124.383,8/20/24,2024,SO,AZ,2,3,VB,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,88,5,0,0,1,1,0,5,100,NA,NA,0,2,5,0,0,23,0,0,0,0,0,4,NA,NA,NA,NA,NA,NA,NA,0,34
WC_2024_AZ_2_4,WC,42.2229,-124.383,8/20/24,2024,SO,AZ,2,4,FB,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,97,3,0,0,0,0,0,0,100,NA,NA,0,0,0,0,0,19,0,0,0,14,0,8,NA,NA,NA,NA,NA,NA,NA,0,41
WC_2024_AZ_2_5,WC,42.2229,-124.383,8/20/24,2024,SO,AZ,2,5,FB,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,100,0,0,0,0,0,0,0,100,NA,NA,0,0,2,0,0,85,0,0,0,2,0,3,NA,NA,NA,NA,NA,NA,NA,0,92
WC_2024_UPZ_1_1,WC,42.2229,-124.383,8/20/24,2024,SO,UPZ,1,1,FB,21,19,0,2,NA,NA,NA,0,5,24,5.6,4.3,3.8,3.1,4.6,0,0,0,0,0,0,0,11,0,0,6,4,3,0,76,100,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0
WC_2024_UPZ_1_2,WC,42.2229,-124.383,8/20/24,2024,SO,UPZ,1,2,FB,9,5,1,3,NA,NA,NA,0,NA,NA,4.7,1.7,5.7,6.2,3.3,0,1,0,0,0,1,2,91,1,0,2,0.1,0,0,4,100,NA,NA,6,5,14,0,0,9,4,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,38
WC_2024_UPZ_1_3,WC,42.2229,-124.383,8/20/24,2024,SO,UPZ,1,3,VB,10,7,1,2,3,3,NA,0,6,NA,7.9,3.6,4.2,5,3.6,0,0,0,0,1,1,0,33,1,0,3,0,0,0,63,100,NA,NA,0,0,6,0,0,10,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,16
WC_2024_UPZ_1_4,WC,42.2229,-124.383,8/20/24,2024,SO,UPZ,1,4,VD,3,1,0,2,NA,NA,NA,0,5,6,7.3,2.1,,,,0,0,0,0,0,0,1,4,0,0,7,1,1,0,86,100,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,7,NA,NA,NA,NA,NA,NA,0,0
WC_2024_UPZ_1_5,WC,42.2229,-124.383,8/20/24,2024,SO,UPZ,1,5,VD,24,2,5,17,NA,NA,NA,0,13,15,3.1,3.8,4.4,5.3,5,0,0,0,0,0,0,0,2,0,0,13,6,0,0,79,100,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0
WC_2024_UPZ_2_1,WC,42.2229,-124.383,8/20/24,2024,SO,UPZ,2,1,VB,9,9,0,0,NA,NA,NA,0,0,9,5.8,4.2,3.9,5.1,,0,1,0,0,1,2,5,82,0.1,0,4,0,0.1,0.1,9,100,NA,NA,0,5,0,0,11,10,2,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,28
WC_2024_UPZ_2_2,WC,42.2229,-124.383,8/20/24,2024,SO,UPZ,2,2,FB,10,8,0,2,11,11,NA,0,1,NA,5.1,4.6,2.3,4.9,4.9,0,0,0,0,1,1,5,69,1,0,6,2,3,0.1,14,100,NA,NA,2,4,0,0,8,5,8,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,27
WC_2024_UPZ_2_3,WC,42.2229,-124.383,8/20/24,2024,SO,UPZ,2,3,CD,14,0,6,8,NA,NA,NA,0,0,0,5,5.3,5.9,4,4,0,0,0,0,0,0,0,0,0,0,24,5,0,0,71,100,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0
WC_2024_UPZ_2_4,WC,42.2229,-124.383,8/20/24,2024,SO,UPZ,2,4,VD,19,3,0,16,0,0,NA,0,15,18,2.7,4.9,4.9,4.5,4.5,0,0,0,0,0,0,0,12,0,0,9,4,1,0,74,100,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0
WC_2024_UPZ_2_5,WC,42.2229,-124.383,8/20/24,2024,SO,UPZ,2,5,VD,8,4,0,4,0,0,NA,0,4,8,6.1,5.3,3.6,,,0,0,0,0,0,0,7,64,0,0,4,0,0,0,25,100,NA,NA,0,0,2,0,0,5,15,0,0,0,0,0,18,NA,NA,NA,NA,NA,NA,0,22
WC_2024_NPZ_1_1,WC,42.2229,-124.383,8/20/24,2024,SO,NPZ,1,1,VD,24,5,19,0,0,0,NA,0,13,NA,5.1,5.1,4.9,4.7,4.8,0,0,0,0,0,0,0,2,0.1,0,16,2,3,0,77,100,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0
WC_2024_NPZ_1_2,WC,42.2229,-124.383,8/20/24,2024,SO,NPZ,1,2,VD,26,2,17,7,2,1,NA,0,0,2,5.1,5.8,4.6,4.6,5.4,0,0,0,0,0,0,0,2,0,0,29,2,0,0,67,100,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0
WC_2024_NPZ_1_3,WC,42.2229,-124.383,8/20/24,2024,SO,NPZ,1,3,VD,52,5,0,47,6,2,NA,1,1,NA,5.5,5.4,5.1,5,4.7,0,0,0,0,0,0,3,0.1,0,0,8,6,0,0,83,100,NA,NA,0,0,0,0,0,0,6,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,6
WC_2024_NPZ_1_4,WC,42.2229,-124.383,8/20/24,2024,SO,NPZ,1,4,VD,12,3,9,0,NA,NA,NA,0,0,NA,6.1,6.6,4.9,3.4,4.1,1,0,0,0,1,2,20,7,0,0,14,0.1,2,0,57,100,NA,NA,0,0,0,0,0,3,0,0,0,0,1,0,60,NA,NA,NA,NA,NA,NA,0,4
WC_2024_NPZ_1_5,WC,42.2229,-124.383,8/20/24,2024,SO,NPZ,1,5,VD,24,0,7,17,NA,NA,NA,0,1,1,4,4.5,4.7,5.9,3.9,0,0,0,0,0,0,0,2,0,0,9,9,0,0,80,100,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0
WC_2024_NPZ_2_1,WC,42.2229,-124.383,8/20/24,2024,SO,NPZ,2,1,CD,27,0,0,27,1,NA,NA,0,0,0,6.5,6.1,5.8,6.3,5.6,0,0,0,0,1,1,0,0,0,0,2,1,0,0,97,100,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0
WC_2024_NPZ_2_2,WC,42.2229,-124.383,8/20/24,2024,SO,NPZ,2,2,VB,7,0,0,7,NA,NA,NA,0,0,0,4.1,5.7,5.4,6.1,3.8,0,0,0,0,0,0,0,0,0,0,5,3,0,0,92,100,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0
WC_2024_NPZ_2_3,WC,42.2229,-124.383,8/20/24,2024,SO,NPZ,2,3,VB,5,4,0,1,NA,NA,NA,0,6,10,6.3,6.4,5.6,5.6,4.5,0,0,0,0,1,1,0,0,0,18,2,1,0,2,77,100,NA,NA,0,0,0,0,0,0,0,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,5
WC_2024_NPZ_2_4,WC,42.2229,-124.383,8/20/24,2024,SO,NPZ,2,4,FB,20,4,2,14,NA,NA,NA,1,0,4,6,4.3,5.4,6.4,5.1,0,0,0,0,1,1,0,3,0,0.1,7,4,0,0,86,100,NA,NA,0,0,0,0,0,0,0,0.1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0.1
WC_2024_NPZ_2_5,WC,42.2229,-124.383,8/20/24,2024,SO,NPZ,2,5,VB,19,2,3,14,1,NA,NA,0,1,3,7.5,5.4,6.5,6.6,4.4,0,0,0,0,0,0,0,11,0,0,4,1,0,5,79,100,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,4,NA,NA,NA,NA,NA,NA,0,0
CP_2024_AZ_1_1,CP,42.0434,-124.2899,8/19/24,2024,SO,AZ,1,1,VB,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,100,0,0,0,0,0,0,0,100,NA,NA,0,7,16,0,0,15,0,0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,0,41
CP_2024_AZ_1_2,CP,42.0434,-124.2899,8/19/24,2024,SO,AZ,1,2,FB,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,92,0,6,0,0,0,0,0,100,NA,NA,0,7,0,6,12,2,0,26,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,53
CP_2024_AZ_1_3,CP,42.0434,-124.2899,8/19/24,2024,SO,AZ,1,3,VB,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,98,2,0,0,0,0,0,0,100,NA,NA,40,0,0,0,24,20,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,84
CP_2024_AZ_1_4,CP,42.0434,-124.2899,8/19/24,2024,SO,AZ,1,4,FB,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,95,2,0,0,0.1,0,0,3,100,NA,NA,0,0,20,0,0,37,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,57
CP_2024_AZ_1_5,CP,42.0434,-124.2899,8/19/24,2024,SO,AZ,1,5,VB,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,100,0,0,0,0,0,0,0,100,NA,NA,47,20,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,67
CP_2024_AZ_2_1,CP,42.0434,-124.2899,8/19/24,2024,SO,AZ,2,1,,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,100,0,0,0,0,0,0,0,100,NA,NA,0,0,7,0,0,22,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,29
CP_2024_AZ_2_2,CP,42.0434,-124.2899,8/19/24,2024,SO,AZ,2,2,VB,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,96,0,0,3,0,0,0,1,100,NA,NA,81,11,2,0,0,10,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,104
CP_2024_AZ_2_3,CP,42.0434,-124.2899,8/19/24,2024,SO,AZ,2,3,VB,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,96,0,4,0,0,0,0,0,100,NA,NA,28,0,0,0,0,17,0,13,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,62
CP_2024_AZ_2_4,CP,42.0434,-124.2899,8/19/24,2024,SO,AZ,2,4,VB,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,98,1,0,0,0,0,0,1,100,NA,NA,22,0,8,0,0,10,0,0,27,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,67
CP_2024_AZ_2_5,CP,42.0434,-124.2899,8/19/24,2024,SO,AZ,2,5,FB,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,98,2,0,0,0,0,0,0,100,NA,NA,18,0,0,0,0,13,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,31
CP_2024_UPZ_1_1,CP,42.0434,-124.2899,8/19/24,2024,SO,UPZ,1,1,VD,17,11,4,2,NA,NA,NA,0,1,11,4.118,4.354,3.906,4.311,4.277,0,0,0,0,0,0,0,57,0,1,22,7,3,0,10,100,NA,NA,0,0,0,0,0,0,0,2,0,0,6,0,NA,NA,NA,NA,NA,NA,NA,0,8
CP_2024_UPZ_1_2,CP,42.0434,-124.2899,8/19/24,2024,SO,UPZ,1,2,VD,23,23,0,0,NA,NA,NA,0,1,24,3.332,3.474,2.693,3.801,3.949,0,0,1,0,0,1,0,74,0,0,7,1,3,0,15,100,NA,NA,0,0,0,13,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,13
CP_2024_UPZ_1_3,CP,42.0434,-124.2899,8/19/24,2024,SO,UPZ,1,3,VD,30,10,13,7,NA,NA,NA,0,1,11,4.089,3.539,2.92,4.655,3.929,1,0,0,0,0,1,1,7,0,0,58,5,3,0,26,100,NA,NA,0,0,0,0,0,5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,5
CP_2024_UPZ_1_4,CP,42.0434,-124.2899,8/19/24,2024,SO,UPZ,1,4,VD,45,34,9,2,NA,NA,NA,0,0,34,5.547,5.658,5.074,5.588,5.138,0,0,0,0,0,0,0,2,0,0,48,2,15,0,33,100,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0
CP_2024_UPZ_1_5,CP,42.0434,-124.2899,8/19/24,2024,SO,UPZ,1,5,VD,58,12,28,18,NA,NA,NA,0,0,21,4.386,5.068,4.484,2.493,4.921,0,0,0,0,0,0,0,0,0,0,71,5,6,0,18,100,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0
CP_2024_UPZ_2_1,CP,42.0434,-124.2899,8/19/24,2024,SO,UPZ,2,1,VD,21,3,14,4,NA,NA,NA,0,0,3,4.192,4.766,3.74,6.062,5.336,0,0,0,0,0,0,0,50,0,0,42,2,2,0,4,100,NA,NA,0,0,5,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,8
CP_2024_UPZ_2_2,CP,42.0434,-124.2899,8/19/24,2024,SO,UPZ,2,2,CD,25,4,6,15,NA,NA,NA,0,0,4,6.557,6.786,5.469,5.809,6.045,0,0,0,0,0,0,0,0,0,0,62,1,15,1,21,100,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0
CP_2024_UPZ_2_3,CP,42.0434,-124.2899,8/19/24,2024,SO,UPZ,2,3,VD,30,2,8,20,NA,NA,NA,0,0,2,4.377,4.349,5.043,6.14,3.593,0,0,0,0,0,0,0,0,0,0,44,1,0,0,55,100,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0
CP_2024_UPZ_2_4,CP,42.0434,-124.2899,8/19/24,2024,SO,UPZ,2,4,VD,19,1,10,8,NA,NA,NA,0,0,1,5.063,5.969,5.084,6.416,5.994,0,1,0,0,0,1,0,0,0,0,34,12,5,7,42,100,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0
CP_2024_UPZ_2_5,CP,42.0434,-124.2899,8/19/24,2024,SO,UPZ,2,5,VD,18,3,8,7,NA,NA,NA,0,0,3,5.594,7.04,6.805,7.164,3.129,0,0,0,0,0,0,0,0,0,0,75,10,1,1,13,100,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0
CP_2024_NPZ_1_1,CP,42.0434,-124.2899,8/19/24,2024,SO,NPZ,1,1,VD,23,7,10,6,NA,NA,NA,0,16,23,4.074,4.178,5.437,4.061,5.864,0,1,0,0,0,1,0,0,0,0,19,2,3,0,76,100,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0
CP_2024_NPZ_1_2,CP,42.0434,-124.2899,8/19/24,2024,SO,NPZ,1,2,VD,7,0,7,0,NA,NA,NA,0,2,2,3.912,3.373,3.097,3.01,2.976,0,0,0,0,0,0,0,19,0,0,2,0,9,0,70,100,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0
CP_2024_NPZ_1_3,CP,42.0434,-124.2899,8/19/24,2024,SO,NPZ,1,3,VD,6,0,6,0,NA,NA,NA,0,0,0,4.544,4.971,NA,NA,NA,0,0,0,0,0,0,0,85,0,0,7,0,0,0,8,100,NA,NA,0,0,0,64,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,0,65
CP_2024_NPZ_1_4,CP,42.0434,-124.2899,8/19/24,2024,SO,NPZ,1,4,VD,6,0,6,0,NA,NA,NA,0,0,0,6.179,NA,NA,NA,NA,0,0,0,0,0,0,0,82,0,0,13,1,1,0,3,100,NA,NA,0,0,0,60,0,0,0,0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,0,63
